model,CAPITVLVM_I,CAPITVLVM_II,CAPITVLVM_III,CAPITVLVM_IV,CAPITVLVM_IX
text-ada-001,0.060000000000000005,0.1288888888888889,0.060000000000000005,0.09999999999999999,0.08833333333333333
